Designation,Department,Degree,Year,Type,Department,Degree,Year,True_Perm,Pred_Perm
stu,IT,btech,4,asgn,ce,btech,4,0,1
officer,accounts,NA,NA,q_pr,IT,btech,1,0,1
officer,accounts,NA,NA,q_pr,IT,btech,2,0,1
officer,accounts,NA,NA,q_pr,IT,btech,3,0,1
officer,accounts,NA,NA,q_pr,IT,btech,4,0,1
officer,accounts,NA,NA,q_pr,chem,btech,1,0,1
officer,accounts,NA,NA,q_pr,chem,btech,2,0,1
officer,accounts,NA,NA,q_pr,chem,btech,3,0,1
officer,accounts,NA,NA,q_pr,chem,btech,4,0,1
officer,accounts,NA,NA,q_pr,pha,btech,1,0,1
officer,accounts,NA,NA,q_pr,pha,btech,2,0,1
officer,accounts,NA,NA,q_pr,pha,btech,3,0,1
officer,accounts,NA,NA,q_pr,pha,btech,4,0,1
officer,accounts,NA,NA,q_pr,eni,btech,1,0,1
officer,accounts,NA,NA,q_pr,eni,btech,2,0,1
officer,accounts,NA,NA,q_pr,eni,btech,3,0,1
officer,accounts,NA,NA,q_pr,eni,btech,4,0,1
officer,accounts,NA,NA,q_pr,IT,mtech,1,0,1
officer,accounts,NA,NA,q_pr,IT,mtech,2,0,1
officer,accounts,NA,NA,q_pr,IT,mtech,3,0,1
officer,accounts,NA,NA,q_pr,IT,mtech,4,0,1
officer,accounts,NA,NA,q_pr,chem,mtech,1,0,1
officer,accounts,NA,NA,q_pr,chem,mtech,2,0,1
officer,accounts,NA,NA,q_pr,chem,mtech,3,0,1
officer,accounts,NA,NA,q_pr,chem,mtech,4,0,1
officer,accounts,NA,NA,q_pr,pha,mtech,1,0,1
officer,accounts,NA,NA,q_pr,pha,mtech,2,0,1
officer,accounts,NA,NA,q_pr,pha,mtech,3,0,1
officer,accounts,NA,NA,q_pr,pha,mtech,4,0,1
officer,accounts,NA,NA,q_pr,eni,mtech,1,0,1
officer,accounts,NA,NA,q_pr,eni,mtech,2,0,1
officer,accounts,NA,NA,q_pr,eni,mtech,3,0,1
officer,accounts,NA,NA,q_pr,eni,mtech,4,0,1
stu,chem,btech,1,asgn,ce,btech,1,0,1
stu,chem,btech,2,asgn,ce,btech,2,0,1
stu,chem,btech,3,asgn,ce,btech,3,0,1
stu,chem,btech,4,asgn,ce,btech,4,0,1
stu,pha,btech,1,asgn,ce,btech,1,0,1
stu,pha,btech,2,asgn,ce,btech,2,0,1
stu,pha,btech,3,asgn,ce,btech,3,0,1
stu,pha,btech,4,asgn,ce,btech,4,0,1
stu,eni,btech,1,asgn,ce,btech,1,0,1
stu,eni,btech,2,asgn,ce,btech,2,0,1
stu,eni,btech,3,asgn,ce,btech,3,0,1
stu,eni,btech,4,asgn,ce,btech,4,0,1
prof,IT,NA,NA,attdn,ece,btech,1,1,0
prof,IT,NA,NA,attdn,ece,btech,2,1,0
prof,IT,NA,NA,attdn,ece,btech,3,1,0
prof,IT,NA,NA,attdn,ece,btech,4,1,0
prof,pha,NA,NA,attdn,ece,btech,1,1,0
prof,pha,NA,NA,attdn,ece,btech,2,1,0
prof,pha,NA,NA,attdn,ece,btech,3,1,0
prof,pha,NA,NA,attdn,ece,btech,4,1,0
prof,eni,NA,NA,attdn,ece,btech,1,1,0
prof,eni,NA,NA,attdn,ece,btech,2,1,0
prof,eni,NA,NA,attdn,ece,btech,3,1,0
prof,eni,NA,NA,attdn,ece,btech,4,1,0
prof,chem,NA,NA,attdn,ece,btech,1,1,0
prof,chem,NA,NA,attdn,ece,btech,2,1,0
prof,chem,NA,NA,attdn,ece,btech,3,1,0
prof,chem,NA,NA,attdn,ece,btech,4,1,0
prof,IT,NA,NA,attdn,cse,mtech,2,1,0
prof,IT,NA,NA,attdn,ece,mtech,1,1,0
prof,IT,NA,NA,attdn,ece,mtech,2,1,0
prof,pha,NA,NA,attdn,cse,mtech,2,1,0
prof,pha,NA,NA,attdn,ece,mtech,1,1,0
prof,pha,NA,NA,attdn,ece,mtech,2,1,0
prof,eni,NA,NA,attdn,cse,mtech,2,1,0
prof,eni,NA,NA,attdn,ece,mtech,1,1,0
prof,eni,NA,NA,attdn,ece,mtech,2,1,0
prof,chem,NA,NA,attdn,cse,mtech,2,1,0
prof,chem,NA,NA,attdn,ece,mtech,1,1,0
prof,chem,NA,NA,attdn,ece,mtech,2,1,0
prof,IT,NA,NA,std_mat,ece,btech,1,1,0
prof,IT,NA,NA,std_mat,ece,btech,2,1,0
prof,IT,NA,NA,std_mat,ece,btech,3,1,0
prof,IT,NA,NA,std_mat,ece,btech,4,1,0
prof,pha,NA,NA,std_mat,ece,btech,1,1,0
prof,pha,NA,NA,std_mat,ece,btech,2,1,0
prof,pha,NA,NA,std_mat,ece,btech,3,1,0
prof,pha,NA,NA,std_mat,ece,btech,4,1,0
prof,eni,NA,NA,std_mat,ece,btech,1,1,0
prof,eni,NA,NA,std_mat,ece,btech,2,1,0
prof,eni,NA,NA,std_mat,ece,btech,3,1,0
prof,eni,NA,NA,std_mat,ece,btech,4,1,0
prof,chem,NA,NA,std_mat,ece,btech,1,1,0
prof,chem,NA,NA,std_mat,ece,btech,2,1,0
prof,chem,NA,NA,std_mat,ece,btech,3,1,0
prof,chem,NA,NA,std_mat,ece,btech,4,1,0
prof,IT,NA,NA,std_mat,ece,mtech,1,1,0
prof,IT,NA,NA,std_mat,ece,mtech,2,1,0
prof,pha,NA,NA,std_mat,ece,mtech,1,1,0
prof,pha,NA,NA,std_mat,ece,mtech,2,1,0
prof,eni,NA,NA,std_mat,ece,mtech,1,1,0
prof,eni,NA,NA,std_mat,ece,mtech,2,1,0
prof,chem,NA,NA,std_mat,ece,mtech,1,1,0
prof,chem,NA,NA,std_mat,ece,mtech,2,1,0
