Designation,Department,Degree,Year,Type,Department,Degree,Year,True_Perm,Pred_Perm
vis_prof,me,NA,NA,asgn,me,mtech,1,1,0
vis_prof,ece,NA,NA,asgn,ece,mtech,1,1,0
vis_prof,cse,NA,NA,asgn,cse,mtech,2,1,0
vis_prof,ce,NA,NA,asgn,ce,mtech,2,1,0
vis_prof,me,NA,NA,asgn,me,mtech,2,1,0
vis_prof,ece,NA,NA,asgn,ece,mtech,2,1,0
adj_prof,cse,NA,NA,q_pr,cse,btech,1,1,0
adj_prof,ce,NA,NA,q_pr,ce,btech,1,1,0
adj_prof,me,NA,NA,q_pr,me,btech,1,1,0
adj_prof,ece,NA,NA,q_pr,ece,btech,1,1,0
adj_prof,cse,NA,NA,q_pr,cse,btech,2,1,0
adj_prof,ce,NA,NA,q_pr,ce,btech,2,1,0
adj_prof,me,NA,NA,q_pr,me,btech,2,1,0
adj_prof,ece,NA,NA,q_pr,ece,btech,2,1,0
adj_prof,cse,NA,NA,q_pr,cse,btech,3,1,0
adj_prof,ce,NA,NA,q_pr,ce,btech,3,1,0
adj_prof,me,NA,NA,q_pr,me,btech,3,1,0
adj_prof,ece,NA,NA,q_pr,ece,btech,3,1,0
adj_prof,cse,NA,NA,q_pr,cse,btech,4,1,0
adj_prof,ce,NA,NA,q_pr,ce,btech,4,1,0
adj_prof,me,NA,NA,q_pr,me,btech,4,1,0
adj_prof,ece,NA,NA,q_pr,ece,btech,4,1,0
adj_prof,cse,NA,NA,q_pr,cse,mtech,1,1,0
adj_prof,ce,NA,NA,q_pr,ce,mtech,1,1,0
adj_prof,me,NA,NA,q_pr,me,mtech,1,1,0
adj_prof,ece,NA,NA,q_pr,ece,mtech,1,1,0
adj_prof,cse,NA,NA,q_pr,cse,mtech,2,1,0
adj_prof,ce,NA,NA,q_pr,ce,mtech,2,1,0
adj_prof,me,NA,NA,q_pr,me,mtech,2,1,0
adj_prof,ece,NA,NA,q_pr,ece,mtech,2,1,0
adj_prof,cse,NA,NA,asgn,cse,btech,1,1,0
adj_prof,ce,NA,NA,asgn,ce,btech,1,1,0
adj_prof,me,NA,NA,asgn,me,btech,1,1,0
adj_prof,ece,NA,NA,asgn,ece,btech,1,1,0
adj_prof,cse,NA,NA,asgn,cse,btech,2,1,0
adj_prof,ce,NA,NA,asgn,ce,btech,2,1,0
adj_prof,me,NA,NA,asgn,me,btech,2,1,0
adj_prof,ece,NA,NA,asgn,ece,btech,2,1,0
adj_prof,cse,NA,NA,asgn,cse,btech,3,1,0
adj_prof,ce,NA,NA,asgn,ce,btech,3,1,0
adj_prof,me,NA,NA,asgn,me,btech,3,1,0
adj_prof,ece,NA,NA,asgn,ece,btech,3,1,0
adj_prof,cse,NA,NA,asgn,cse,btech,4,1,0
adj_prof,ce,NA,NA,asgn,ce,btech,4,1,0
adj_prof,me,NA,NA,asgn,me,btech,4,1,0
adj_prof,ece,NA,NA,asgn,ece,btech,4,1,0
adj_prof,cse,NA,NA,asgn,cse,mtech,1,1,0
adj_prof,ce,NA,NA,asgn,ce,mtech,1,1,0
adj_prof,me,NA,NA,asgn,me,mtech,1,1,0
adj_prof,ece,NA,NA,asgn,ece,mtech,1,1,0
adj_prof,cse,NA,NA,asgn,cse,mtech,2,1,0
adj_prof,ce,NA,NA,asgn,ce,mtech,2,1,0
adj_prof,me,NA,NA,asgn,me,mtech,2,1,0
adj_prof,ece,NA,NA,asgn,ece,mtech,2,1,0
prof,cse,NA,NA,dept_bud,cse,NA,NA,1,0
prof,ece,NA,NA,dept_bud,ece,NA,NA,1,0
prof,me,NA,NA,dept_bud,me,NA,NA,1,0
prof,ce,NA,NA,dept_bud,ce,NA,NA,1,0
stu,cse,BE,1,asgn,cse,BE,1,1,0
stu,ece,BE,1,asgn,ece,BE,1,1,0
stu,me,BE,1,asgn,me,BE,1,1,0
stu,cse,BE,2,asgn,cse,BE,2,1,0
stu,ece,BE,2,asgn,ece,BE,2,1,0
stu,ce,BE,2,asgn,ce,BE,2,1,0
stu,me,BE,2,asgn,me,BE,2,1,0
stu,me,BE,4,asgn,me,BE,4,1,0
stu,cse,ME,1,asgn,cse,ME,1,1,0
stu,ece,ME,1,asgn,ece,ME,1,1,0
stu,me,ME,1,asgn,me,ME,1,1,0
stu,cse,ME,2,asgn,cse,ME,2,1,0
stu,ece,ME,2,asgn,ece,ME,2,1,0
stu,ce,ME,2,asgn,ce,ME,2,1,0
stu,me,ME,2,asgn,me,ME,2,1,0
stu,IT,btech,3,asgn,ce,btech,3,0,1
stu,IT,btech,4,asgn,ce,btech,4,0,1
stu,chem,btech,3,asgn,ce,btech,3,0,1
stu,chem,btech,4,asgn,ce,btech,4,0,1
stu,pha,btech,3,asgn,ce,btech,3,0,1
stu,pha,btech,4,asgn,ce,btech,4,0,1
stu,eni,btech,3,asgn,ce,btech,3,0,1
stu,eni,btech,4,asgn,ce,btech,4,0,1
