Designation,Department,Degree,Year,Type,Department,Degree,Year,True_Perm,Pred_Perm
prof,ece,NA,NA,quiz,ece,btech,1,1,0
prof,cse,NA,NA,quiz,cse,btech,2,1,0
prof,ce,NA,NA,quiz,ce,btech,2,1,0
prof,me,NA,NA,quiz,me,btech,2,1,0
prof,ece,NA,NA,quiz,ece,btech,2,1,0
prof,cse,NA,NA,quiz,cse,btech,3,1,0
prof,ce,NA,NA,quiz,ce,btech,3,1,0
prof,me,NA,NA,quiz,me,btech,3,1,0
prof,ece,NA,NA,quiz,ece,btech,3,1,0
prof,cse,NA,NA,quiz,cse,btech,4,1,0
prof,ce,NA,NA,quiz,ce,btech,4,1,0
prof,me,NA,NA,quiz,me,btech,4,1,0
prof,ece,NA,NA,quiz,ece,btech,4,1,0
prof,cse,NA,NA,quiz,cse,mtech,1,1,0
prof,ce,NA,NA,quiz,ce,mtech,1,1,0
prof,me,NA,NA,quiz,me,mtech,1,1,0
prof,ece,NA,NA,quiz,ece,mtech,1,1,0
prof,cse,NA,NA,quiz,cse,mtech,2,1,0
prof,ce,NA,NA,quiz,ce,mtech,2,1,0
prof,me,NA,NA,quiz,me,mtech,2,1,0
prof,ece,NA,NA,quiz,ece,mtech,2,1,0
prof,cse,NA,NA,proj,cse,btech,1,1,0
prof,ce,NA,NA,proj,ce,btech,1,1,0
prof,me,NA,NA,proj,me,btech,1,1,0
prof,ece,NA,NA,proj,ece,btech,1,1,0
prof,cse,NA,NA,proj,cse,btech,2,1,0
prof,ce,NA,NA,proj,ce,btech,2,1,0
prof,me,NA,NA,proj,me,btech,2,1,0
prof,ece,NA,NA,proj,ece,btech,2,1,0
prof,cse,NA,NA,proj,cse,btech,3,1,0
prof,ce,NA,NA,proj,ce,btech,3,1,0
prof,me,NA,NA,proj,me,btech,3,1,0
prof,ece,NA,NA,proj,ece,btech,3,1,0
prof,cse,NA,NA,proj,cse,btech,4,1,0
prof,ce,NA,NA,proj,ce,btech,4,1,0
prof,me,NA,NA,proj,me,btech,4,1,0
prof,ece,NA,NA,proj,ece,btech,4,1,0
prof,cse,NA,NA,proj,cse,mtech,1,1,0
prof,ce,NA,NA,proj,ce,mtech,1,1,0
prof,me,NA,NA,proj,me,mtech,1,1,0
prof,ece,NA,NA,proj,ece,mtech,1,1,0
prof,cse,NA,NA,proj,cse,mtech,2,1,0
prof,ce,NA,NA,proj,ce,mtech,2,1,0
prof,me,NA,NA,proj,me,mtech,2,1,0
prof,ece,NA,NA,proj,ece,mtech,2,1,0
officer,accounts,NA,NA,dept_bud,cse,NA,NA,1,0
officer,accounts,NA,NA,dept_bud,ece,NA,NA,1,0
officer,accounts,NA,NA,dept_bud,me,NA,NA,1,0
officer,accounts,NA,NA,dept_bud,ce,NA,NA,1,0
prof,cse,NA,NA,dept_bud,cse,NA,NA,1,0
prof,ece,NA,NA,dept_bud,ece,NA,NA,1,0
prof,me,NA,NA,dept_bud,me,NA,NA,1,0
prof,ce,NA,NA,dept_bud,ce,NA,NA,1,0
prof,eni,NA,NA,attdn,chem,mtech,1,1,0
prof,IT,NA,NA,stu_rec,cse,btech,1,1,0
prof,IT,NA,NA,stu_rec,cse,btech,2,1,0
prof,IT,NA,NA,stu_rec,cse,btech,3,1,0
prof,IT,NA,NA,stu_rec,cse,btech,4,1,0
prof,IT,NA,NA,stu_rec,pha,btech,2,1,0
