Designation,Department,Degree,Year,Type,Department,Degree,Year,True_Perm,Pred_Perm
prof,chem,X,X,attdn,cse,mtech,1,1,0
prof,chem,X,X,attdn,cse,mtech,2,1,0
prof,chem,X,X,attdn,ce,mtech,1,1,0
prof,chem,X,X,attdn,ce,mtech,2,1,0
prof,chem,X,X,attdn,me,mtech,1,1,0
prof,chem,X,X,attdn,me,mtech,2,1,0
prof,chem,X,X,attdn,ece,mtech,1,1,0
prof,chem,X,X,attdn,ece,mtech,2,1,0
prof,IT,X,X,std_mat,cse,btech,1,1,0
prof,IT,X,X,std_mat,cse,btech,2,1,0
prof,IT,X,X,std_mat,cse,btech,3,1,0
prof,IT,X,X,std_mat,cse,btech,4,1,0
prof,IT,X,X,std_mat,ece,btech,1,1,0
prof,IT,X,X,std_mat,ece,btech,2,1,0
prof,IT,X,X,std_mat,ece,btech,3,1,0
prof,IT,X,X,std_mat,ece,btech,4,1,0
prof,pha,X,X,std_mat,cse,btech,1,1,0
prof,pha,X,X,std_mat,cse,btech,2,1,0
prof,pha,X,X,std_mat,cse,btech,3,1,0
prof,pha,X,X,std_mat,cse,btech,4,1,0
prof,pha,X,X,std_mat,ce,btech,1,1,0
prof,pha,X,X,std_mat,me,btech,1,1,0
prof,pha,X,X,std_mat,me,btech,2,1,0
prof,pha,X,X,std_mat,me,btech,3,1,0
prof,pha,X,X,std_mat,me,btech,4,1,0
prof,pha,X,X,std_mat,ece,btech,1,1,0
prof,pha,X,X,std_mat,ece,btech,2,1,0
prof,pha,X,X,std_mat,ece,btech,3,1,0
prof,pha,X,X,std_mat,ece,btech,4,1,0
prof,eni,X,X,std_mat,cse,btech,1,1,0
prof,eni,X,X,std_mat,cse,btech,2,1,0
prof,eni,X,X,std_mat,cse,btech,3,1,0
prof,eni,X,X,std_mat,cse,btech,4,1,0
prof,eni,X,X,std_mat,me,btech,1,1,0
prof,eni,X,X,std_mat,me,btech,2,1,0
prof,eni,X,X,std_mat,me,btech,3,1,0
prof,eni,X,X,std_mat,me,btech,4,1,0
prof,eni,X,X,std_mat,ece,btech,1,1,0
prof,eni,X,X,std_mat,ece,btech,2,1,0
prof,eni,X,X,std_mat,ece,btech,3,1,0
prof,eni,X,X,std_mat,ece,btech,4,1,0
prof,chem,X,X,std_mat,cse,btech,1,1,0
prof,chem,X,X,std_mat,cse,btech,2,1,0
prof,chem,X,X,std_mat,cse,btech,3,1,0
prof,chem,X,X,std_mat,cse,btech,4,1,0
prof,chem,X,X,std_mat,ce,btech,1,1,0
prof,chem,X,X,std_mat,ce,btech,2,1,0
prof,chem,X,X,std_mat,ce,btech,3,1,0
prof,chem,X,X,std_mat,ce,btech,4,1,0
prof,chem,X,X,std_mat,me,btech,1,1,0
prof,chem,X,X,std_mat,me,btech,2,1,0
prof,chem,X,X,std_mat,me,btech,3,1,0
prof,chem,X,X,std_mat,me,btech,4,1,0
prof,chem,X,X,std_mat,ece,btech,1,1,0
prof,chem,X,X,std_mat,ece,btech,2,1,0
prof,chem,X,X,std_mat,ece,btech,3,1,0
prof,chem,X,X,std_mat,ece,btech,4,1,0
prof,IT,X,X,std_mat,cse,mtech,1,1,0
prof,IT,X,X,std_mat,cse,mtech,2,1,0
prof,IT,X,X,std_mat,me,mtech,1,1,0
prof,IT,X,X,std_mat,me,mtech,2,1,0
prof,IT,X,X,std_mat,ece,mtech,1,1,0
prof,IT,X,X,std_mat,ece,mtech,2,1,0
prof,pha,X,X,std_mat,cse,mtech,1,1,0
prof,pha,X,X,std_mat,cse,mtech,2,1,0
prof,pha,X,X,std_mat,ce,mtech,1,1,0
prof,pha,X,X,std_mat,ce,mtech,2,1,0
prof,pha,X,X,std_mat,me,mtech,1,1,0
prof,pha,X,X,std_mat,me,mtech,2,1,0
prof,pha,X,X,std_mat,ece,mtech,1,1,0
prof,pha,X,X,std_mat,ece,mtech,2,1,0
prof,eni,X,X,std_mat,cse,mtech,1,1,0
prof,eni,X,X,std_mat,cse,mtech,2,1,0
prof,eni,X,X,std_mat,me,mtech,1,1,0
prof,eni,X,X,std_mat,me,mtech,2,1,0
prof,eni,X,X,std_mat,ece,mtech,1,1,0
prof,eni,X,X,std_mat,ece,mtech,2,1,0
prof,chem,X,X,std_mat,cse,mtech,1,1,0
prof,chem,X,X,std_mat,cse,mtech,2,1,0
prof,chem,X,X,std_mat,ce,mtech,1,1,0
prof,chem,X,X,std_mat,ce,mtech,2,1,0
prof,chem,X,X,std_mat,me,mtech,1,1,0
prof,chem,X,X,std_mat,me,mtech,2,1,0
prof,chem,X,X,std_mat,ece,mtech,1,1,0
prof,chem,X,X,std_mat,ece,mtech,2,1,0
prof,IT,X,X,stu_rec,cse,btech,1,1,0
prof,IT,X,X,stu_rec,cse,btech,2,1,0
prof,IT,X,X,stu_rec,cse,btech,3,1,0
prof,IT,X,X,stu_rec,cse,btech,4,1,0
