Designation,Department,Degree,Year,Type,Department,Degree,Year,True_Perm,Pred_Perm
vis_prof,ce,X,X,asgn,ce,mtech,1,1,0
vis_prof,me,X,X,asgn,me,mtech,1,1,0
vis_prof,ece,X,X,asgn,ece,mtech,1,1,0
vis_prof,cse,X,X,asgn,cse,mtech,2,1,0
vis_prof,ce,X,X,asgn,ce,mtech,2,1,0
vis_prof,me,X,X,asgn,me,mtech,2,1,0
vis_prof,ece,X,X,asgn,ece,mtech,2,1,0
adj_prof,cse,X,X,q_pr,cse,btech,1,1,0
adj_prof,ce,X,X,q_pr,ce,btech,1,1,0
adj_prof,me,X,X,q_pr,me,btech,1,1,0
adj_prof,ece,X,X,q_pr,ece,btech,1,1,0
adj_prof,cse,X,X,q_pr,cse,btech,2,1,0
adj_prof,ce,X,X,q_pr,ce,btech,2,1,0
adj_prof,me,X,X,q_pr,me,btech,2,1,0
adj_prof,ece,X,X,q_pr,ece,btech,2,1,0
adj_prof,cse,X,X,q_pr,cse,btech,3,1,0
adj_prof,ce,X,X,q_pr,ce,btech,3,1,0
adj_prof,me,X,X,q_pr,me,btech,3,1,0
adj_prof,ece,X,X,q_pr,ece,btech,3,1,0
adj_prof,cse,X,X,q_pr,cse,btech,4,1,0
adj_prof,ce,X,X,q_pr,ce,btech,4,1,0
adj_prof,me,X,X,q_pr,me,btech,4,1,0
adj_prof,ece,X,X,q_pr,ece,btech,4,1,0
adj_prof,cse,X,X,q_pr,cse,mtech,1,1,0
adj_prof,ce,X,X,q_pr,ce,mtech,1,1,0
adj_prof,me,X,X,q_pr,me,mtech,1,1,0
adj_prof,ece,X,X,q_pr,ece,mtech,1,1,0
adj_prof,cse,X,X,q_pr,cse,mtech,2,1,0
adj_prof,ce,X,X,q_pr,ce,mtech,2,1,0
adj_prof,me,X,X,q_pr,me,mtech,2,1,0
adj_prof,ece,X,X,q_pr,ece,mtech,2,1,0
adj_prof,cse,X,X,asgn,cse,btech,1,1,0
adj_prof,ce,X,X,asgn,ce,btech,1,1,0
adj_prof,me,X,X,asgn,me,btech,1,1,0
adj_prof,ece,X,X,asgn,ece,btech,1,1,0
adj_prof,cse,X,X,asgn,cse,btech,2,1,0
adj_prof,ce,X,X,asgn,ce,btech,2,1,0
adj_prof,me,X,X,asgn,me,btech,2,1,0
adj_prof,ece,X,X,asgn,ece,btech,2,1,0
adj_prof,cse,X,X,asgn,cse,btech,3,1,0
adj_prof,ce,X,X,asgn,ce,btech,3,1,0
adj_prof,me,X,X,asgn,me,btech,3,1,0
adj_prof,ece,X,X,asgn,ece,btech,3,1,0
adj_prof,cse,X,X,asgn,cse,btech,4,1,0
adj_prof,ce,X,X,asgn,ce,btech,4,1,0
adj_prof,me,X,X,asgn,me,btech,4,1,0
adj_prof,ece,X,X,asgn,ece,btech,4,1,0
adj_prof,cse,X,X,asgn,cse,mtech,1,1,0
adj_prof,ce,X,X,asgn,ce,mtech,1,1,0
adj_prof,me,X,X,asgn,me,mtech,1,1,0
adj_prof,ece,X,X,asgn,ece,mtech,1,1,0
adj_prof,cse,X,X,asgn,cse,mtech,2,1,0
adj_prof,ce,X,X,asgn,ce,mtech,2,1,0
adj_prof,me,X,X,asgn,me,mtech,2,1,0
adj_prof,ece,X,X,asgn,ece,mtech,2,1,0
officer,accounts,X,X,dept_bud,cse,X,X,1,0
officer,accounts,X,X,dept_bud,ece,X,X,1,0
officer,accounts,X,X,dept_bud,me,X,X,1,0
officer,accounts,X,X,dept_bud,ce,X,X,1,0
prof,cse,X,X,dept_bud,cse,X,X,1,0
prof,ece,X,X,dept_bud,ece,X,X,1,0
prof,me,X,X,dept_bud,me,X,X,1,0
prof,ce,X,X,dept_bud,ce,X,X,1,0
stu,cse,BE,1,asgn,cse,BE,1,1,0
stu,ece,BE,1,asgn,ece,BE,1,1,0
stu,me,BE,1,asgn,me,BE,1,1,0
stu,ce,BE,2,asgn,ce,BE,1,0,1
stu,cse,BE,2,asgn,cse,BE,2,1,0
stu,ece,BE,2,asgn,ece,BE,2,1,0
stu,me,BE,2,asgn,me,BE,2,1,0
stu,ce,BE,3,asgn,ce,BE,1,0,1
stu,ce,BE,3,asgn,ce,BE,2,0,1
stu,cse,BE,3,asgn,cse,BE,3,1,0
stu,ece,BE,3,asgn,ece,BE,3,1,0
stu,me,BE,3,asgn,me,BE,3,1,0
stu,cse,BE,4,asgn,cse,BE,4,1,0
stu,ece,BE,4,asgn,ece,BE,4,1,0
stu,me,BE,4,asgn,me,BE,4,1,0
stu,cse,ME,1,asgn,cse,ME,1,1,0
stu,ece,ME,1,asgn,ece,ME,1,1,0
stu,me,ME,1,asgn,me,ME,1,1,0
stu,ce,ME,2,asgn,ce,ME,1,0,1
stu,cse,ME,2,asgn,cse,ME,2,1,0
stu,ece,ME,2,asgn,ece,ME,2,1,0
stu,me,ME,2,asgn,me,ME,2,1,0
stu,IT,btech,4,asgn,ce,btech,4,0,1
stu,chem,btech,4,asgn,ce,btech,4,0,1
stu,pha,btech,4,asgn,ce,btech,4,0,1
stu,eni,btech,4,asgn,ce,btech,4,0,1
