Designation,Department,Degree,Year,Type,Department,Degree,Year,True_Perm,Pred_Perm
vis_prof,me,X,X,asgn,me,btech,1,1,0
vis_prof,ece,X,X,asgn,ece,btech,1,1,0
vis_prof,cse,X,X,asgn,cse,btech,2,1,0
vis_prof,ce,X,X,asgn,ce,btech,2,1,0
vis_prof,me,X,X,asgn,me,btech,2,1,0
vis_prof,ece,X,X,asgn,ece,btech,2,1,0
vis_prof,cse,X,X,asgn,cse,btech,3,1,0
vis_prof,ce,X,X,asgn,ce,btech,3,1,0
vis_prof,me,X,X,asgn,me,btech,3,1,0
vis_prof,ece,X,X,asgn,ece,btech,3,1,0
vis_prof,cse,X,X,asgn,cse,btech,4,1,0
vis_prof,ce,X,X,asgn,ce,btech,4,1,0
vis_prof,me,X,X,asgn,me,btech,4,1,0
vis_prof,ece,X,X,asgn,ece,btech,4,1,0
vis_prof,cse,X,X,asgn,cse,mtech,1,1,0
vis_prof,ce,X,X,asgn,ce,mtech,1,1,0
vis_prof,me,X,X,asgn,me,mtech,1,1,0
vis_prof,ece,X,X,asgn,ece,mtech,1,1,0
vis_prof,cse,X,X,asgn,cse,mtech,2,1,0
vis_prof,ce,X,X,asgn,ce,mtech,2,1,0
vis_prof,me,X,X,asgn,me,mtech,2,1,0
vis_prof,ece,X,X,asgn,ece,mtech,2,1,0
adj_prof,cse,X,X,q_pr,cse,btech,1,1,0
adj_prof,ce,X,X,q_pr,ce,btech,1,1,0
adj_prof,me,X,X,q_pr,me,btech,1,1,0
adj_prof,ece,X,X,q_pr,ece,btech,1,1,0
adj_prof,cse,X,X,q_pr,cse,btech,2,1,0
adj_prof,ce,X,X,q_pr,ce,btech,2,1,0
adj_prof,me,X,X,q_pr,me,btech,2,1,0
adj_prof,ece,X,X,q_pr,ece,btech,2,1,0
adj_prof,cse,X,X,q_pr,cse,btech,3,1,0
adj_prof,ce,X,X,q_pr,ce,btech,3,1,0
adj_prof,me,X,X,q_pr,me,btech,3,1,0
adj_prof,ece,X,X,q_pr,ece,btech,3,1,0
adj_prof,cse,X,X,q_pr,cse,btech,4,1,0
adj_prof,ce,X,X,q_pr,ce,btech,4,1,0
adj_prof,me,X,X,q_pr,me,btech,4,1,0
adj_prof,ece,X,X,q_pr,ece,btech,4,1,0
adj_prof,cse,X,X,q_pr,cse,mtech,1,1,0
adj_prof,ce,X,X,q_pr,ce,mtech,1,1,0
adj_prof,me,X,X,q_pr,me,mtech,1,1,0
adj_prof,ece,X,X,q_pr,ece,mtech,1,1,0
adj_prof,cse,X,X,q_pr,cse,mtech,2,1,0
adj_prof,ce,X,X,q_pr,ce,mtech,2,1,0
adj_prof,me,X,X,q_pr,me,mtech,2,1,0
adj_prof,ece,X,X,q_pr,ece,mtech,2,1,0
adj_prof,cse,X,X,asgn,cse,btech,1,1,0
adj_prof,ce,X,X,asgn,ce,btech,1,1,0
adj_prof,me,X,X,asgn,me,btech,1,1,0
adj_prof,ece,X,X,asgn,ece,btech,1,1,0
adj_prof,cse,X,X,asgn,cse,btech,2,1,0
adj_prof,ce,X,X,asgn,ce,btech,2,1,0
adj_prof,me,X,X,asgn,me,btech,2,1,0
adj_prof,ece,X,X,asgn,ece,btech,2,1,0
adj_prof,cse,X,X,asgn,cse,btech,3,1,0
adj_prof,ce,X,X,asgn,ce,btech,3,1,0
adj_prof,me,X,X,asgn,me,btech,3,1,0
adj_prof,ece,X,X,asgn,ece,btech,3,1,0
adj_prof,cse,X,X,asgn,cse,btech,4,1,0
adj_prof,ce,X,X,asgn,ce,btech,4,1,0
adj_prof,me,X,X,asgn,me,btech,4,1,0
adj_prof,ece,X,X,asgn,ece,btech,4,1,0
adj_prof,cse,X,X,asgn,cse,mtech,1,1,0
adj_prof,ce,X,X,asgn,ce,mtech,1,1,0
adj_prof,me,X,X,asgn,me,mtech,1,1,0
adj_prof,ece,X,X,asgn,ece,mtech,1,1,0
adj_prof,cse,X,X,asgn,cse,mtech,2,1,0
adj_prof,ce,X,X,asgn,ce,mtech,2,1,0
adj_prof,me,X,X,asgn,me,mtech,2,1,0
adj_prof,ece,X,X,asgn,ece,mtech,2,1,0
officer,accounts,X,X,dept_bud,cse,X,X,1,0
prof,ece,X,X,dept_bud,cse,X,X,0,1
prof,me,X,X,dept_bud,ece,X,X,0,1
prof,ce,X,X,dept_bud,me,X,X,0,1
stu,cse,ME,1,asgn,cse,ME,1,1,0
stu,ece,ME,1,asgn,ece,ME,1,1,0
stu,chem,btech,1,asgn,cse,btech,1,0,1
stu,chem,btech,1,asgn,ece,btech,1,0,1
stu,chem,btech,1,asgn,me,btech,1,0,1
stu,chem,btech,2,asgn,cse,btech,1,0,1
stu,chem,btech,2,asgn,cse,btech,2,0,1
stu,chem,btech,2,asgn,cse,btech,3,0,1
stu,chem,btech,2,asgn,ece,btech,1,0,1
stu,chem,btech,2,asgn,ece,btech,2,0,1
stu,chem,btech,2,asgn,me,btech,1,0,1
stu,chem,btech,3,asgn,cse,btech,1,0,1
stu,chem,btech,3,asgn,cse,btech,2,0,1
stu,chem,btech,3,asgn,cse,btech,3,0,1
stu,chem,btech,3,asgn,cse,btech,4,0,1
stu,chem,btech,3,asgn,ece,btech,1,0,1
stu,chem,btech,3,asgn,ece,btech,2,0,1
stu,chem,btech,3,asgn,me,btech,1,0,1
stu,chem,btech,3,asgn,chem,btech,4,0,1
stu,chem,btech,4,asgn,cse,btech,1,0,1
stu,chem,btech,4,asgn,cse,btech,2,0,1
stu,chem,btech,4,asgn,cse,btech,3,0,1
stu,chem,btech,4,asgn,cse,btech,4,0,1
stu,chem,btech,4,asgn,ece,btech,1,0,1
stu,chem,btech,4,asgn,ece,btech,2,0,1
stu,pha,btech,1,asgn,cse,btech,1,0,1
stu,pha,btech,2,asgn,cse,btech,1,0,1
stu,pha,btech,2,asgn,cse,btech,2,0,1
stu,pha,btech,3,asgn,cse,btech,1,0,1
stu,pha,btech,3,asgn,cse,btech,2,0,1
stu,pha,btech,4,asgn,cse,btech,1,0,1
stu,pha,btech,4,asgn,cse,btech,2,0,1
prof,pha,X,X,std_mat,cse,btech,2,1,0
prof,pha,X,X,std_mat,cse,btech,3,1,0
prof,pha,X,X,std_mat,cse,btech,4,1,0
prof,chem,X,X,std_mat,cse,btech,2,1,0
prof,chem,X,X,std_mat,cse,btech,3,1,0
prof,chem,X,X,std_mat,cse,btech,4,1,0
prof,chem,X,X,std_mat,me,btech,1,1,0
prof,chem,X,X,std_mat,me,btech,2,1,0
prof,chem,X,X,std_mat,ece,btech,2,1,0
prof,chem,X,X,std_mat,ece,btech,3,1,0
prof,chem,X,X,std_mat,ece,btech,4,1,0
prof,pha,X,X,std_mat,cse,mtech,1,1,0
prof,pha,X,X,std_mat,cse,mtech,2,1,0
prof,pha,X,X,std_mat,me,mtech,1,1,0
prof,pha,X,X,std_mat,me,mtech,2,1,0
prof,pha,X,X,std_mat,ece,mtech,1,1,0
prof,pha,X,X,std_mat,ece,mtech,2,1,0
prof,eni,X,X,std_mat,cse,mtech,1,1,0
prof,eni,X,X,std_mat,cse,mtech,2,1,0
prof,chem,X,X,std_mat,cse,mtech,1,1,0
prof,chem,X,X,std_mat,cse,mtech,2,1,0
prof,chem,X,X,std_mat,ce,mtech,1,1,0
prof,chem,X,X,std_mat,ce,mtech,2,1,0
prof,chem,X,X,std_mat,me,mtech,1,1,0
prof,chem,X,X,std_mat,me,mtech,2,1,0
prof,chem,X,X,std_mat,ece,mtech,1,1,0
prof,chem,X,X,std_mat,ece,mtech,2,1,0
