12,2,1,1;14,6,11,3;1
4,8,3,5;18,2,8,16;0
12,8,1,1;17,2,8,16;1
4,8,14,15;17,9,11,12;1
4,13,3,7;18,6,11,12;0
4,13,14,7;14,2,11,12;0
4,13,3,7;17,6,11,16;1
4,2,3,5;1,9,11,19;0
4,8,14,6;4,6,11,3;0
4,13,14,7;1,9,11,19;0
4,13,14,15;4,2,11,3;0
9,10,1,1;1,5,8,3;0
4,13,14,6;7,2,8,16;0
12,2,1,1;14,5,11,3;1
4,8,14,7;17,5,11,12;0
4,13,14,5;1,5,8,3;0
4,2,14,5;1,9,11,16;0
4,8,14,15;17,2,11,3;0
4,8,14,5;18,5,8,16;0
4,11,14,5;7,6,11,12;0
4,11,14,15;17,5,11,19;1
4,13,14,5;1,5,11,19;0
4,2,14,7;14,2,11,3;0
4,11,14,7;7,2,8,3;0
12,8,1,1;4,6,11,12;1
4,2,14,5;4,5,11,16;0
4,11,3,7;1,9,11,19;0
4,8,3,7;18,2,8,3;0
12,13,1,1;1,5,8,16;0
4,13,3,7;10,13,15,15;0
4,13,14,7;18,5,8,16;0
4,11,3,7;14,2,8,19;0
4,2,14,5;18,2,8,16;0
4,2,14,5;4,2,11,3;0
4,13,3,7;14,2,11,16;0
4,13,3,7;18,9,11,16;0
4,2,14,5;14,2,8,19;0
12,13,1,1;1,9,11,12;0
12,2,1,1;14,9,8,3;1
4,11,14,6;14,5,8,16;0
4,8,14,6;4,6,11,19;0
4,2,14,5;7,9,8,3;0
4,2,14,5;7,6,11,19;0
4,2,3,6;1,9,11,12;0
4,13,3,7;7,9,11,12;0
4,2,3,5;18,5,11,19;0
4,2,3,5;7,9,11,12;0
4,2,3,7;18,5,11,12;0
4,13,14,7;17,5,8,16;0
4,8,3,5;4,9,8,16;0
4,11,14,7;14,5,11,19;0
12,8,1,1;14,6,11,3;1
4,11,14,6;18,5,8,3;0
4,11,14,6;1,6,8,16;0
4,13,14,5;18,2,11,12;0
4,11,3,5;1,2,8,16;0
4,2,14,5;1,5,11,16;0
4,8,14,15;7,9,11,16;0
4,2,3,6;18,6,8,16;0
4,11,3,5;17,6,11,16;0
4,11,14,5;1,5,11,12;0
4,13,14,5;18,9,11,19;0
9,10,1,1;4,6,8,3;0
4,2,14,7;7,6,11,16;0
12,8,1,1;18,5,8,16;0
4,8,14,6;17,9,11,3;1
4,13,3,7;17,5,11,16;0
4,11,14,15;4,2,11,3;0
4,8,14,7;17,9,11,3;1
4,2,3,6;7,2,11,16;0
12,2,1,1;18,9,11,16;0
4,2,14,7;7,9,11,16;0
4,11,14,6;4,9,11,16;0
4,2,14,5;18,2,11,16;0
4,2,14,15;14,6,11,3;0
4,2,3,6;4,2,11,16;0
4,2,3,5;18,5,11,12;0
4,13,14,7;1,2,8,3;0
4,11,3,7;17,9,8,16;0
4,11,3,5;4,6,11,16;0
4,11,14,5;14,5,11,12;0
4,2,3,5;1,6,8,16;0
4,2,14,7;1,9,11,12;0
4,13,14,6;4,2,8,16;0
9,10,1,1;7,5,8,3;0
12,2,1,1;14,9,11,16;1
12,13,1,1;1,9,8,3;0
4,13,14,6;14,6,8,3;0
4,11,3,7;7,9,8,3;0
4,13,3,7;17,5,11,19;0
4,2,3,5;14,2,8,16;0
4,8,3,7;7,9,8,3;1
9,10,1,1;18,5,8,3;0
12,11,1,1;1,5,11,19;1
12,11,1,1;7,5,8,16;1
4,11,14,5;4,6,8,3;0
4,2,3,7;14,2,8,19;0
4,11,14,7;17,9,8,3;0
4,2,14,7;18,6,11,12;0
4,8,3,7;1,6,11,16;0
4,8,3,7;18,9,11,19;0
4,11,14,7;18,9,11,3;0
4,8,14,15;1,9,8,3;0
4,13,14,7;7,5,11,12;0
4,8,14,5;18,5,11,12;0
4,13,14,7;4,5,11,19;0
4,2,3,6;7,9,11,16;0
4,13,3,7;18,9,8,3;0
12,8,1,1;14,9,11,3;1
4,2,3,5;17,6,11,12;0
9,10,1,1;18,9,11,12;0
4,11,14,7;14,6,8,3;0
4,11,14,7;1,2,11,19;0
4,13,14,6;7,5,11,3;0
4,2,3,6;14,5,11,16;0
12,8,1,1;10,13,15,15;0
4,2,14,5;4,2,11,19;0
4,11,14,7;18,6,11,19;0
4,2,14,7;17,5,8,16;0
12,11,1,1;1,5,11,12;1
12,2,1,1;7,6,8,3;0
4,11,14,6;14,2,11,16;0
4,11,14,15;7,5,11,12;1
4,11,3,5;18,2,8,3;0
4,13,14,6;17,5,11,16;0
4,2,3,6;18,2,11,12;0
4,8,14,6;7,5,11,16;0
4,8,3,7;7,6,8,16;0
12,8,1,1;14,5,11,16;1
12,2,1,1;18,6,11,12;0
4,8,14,5;1,6,11,19;0
4,8,14,15;18,5,11,16;0
4,8,14,5;18,9,8,16;0
12,2,1,1;4,2,11,19;1
4,8,14,7;7,9,11,3;1
4,11,3,5;14,9,8,16;0
4,2,14,15;7,2,11,3;0
4,8,3,7;18,5,8,16;0
9,10,1,1;4,2,8,16;0
4,13,14,5;14,2,11,12;0
4,11,14,6;1,9,8,3;0
4,2,14,15;17,2,11,19;1
4,11,14,6;4,5,11,16;0
9,10,1,1;4,6,11,12;0
9,10,1,1;1,6,11,16;0
4,13,14,15;7,2,8,16;0
4,8,3,5;18,5,8,3;0
4,13,14,5;7,5,11,3;0
4,13,3,7;7,2,11,12;0
4,2,14,5;18,2,8,3;0
4,11,3,7;14,2,11,12;0
4,8,14,15;14,2,11,12;0
4,11,14,6;1,2,8,3;0
12,13,1,1;17,6,8,3;1
12,11,1,1;1,2,8,16;0
12,8,1,1;14,2,11,3;1
4,11,14,6;7,9,8,3;0
4,13,3,5;7,5,11,16;0
12,13,1,1;18,6,11,19;1
4,11,14,6;14,6,11,19;0
4,13,14,15;7,6,8,16;0
12,2,1,1;4,5,11,16;1
12,11,1,1;1,2,11,12;0
4,2,3,7;18,5,11,19;0
4,2,3,7;1,6,11,16;0
4,2,14,15;4,5,8,16;0
4,11,14,7;4,5,11,16;0
4,13,14,5;1,6,11,12;0
4,11,14,7;4,2,8,16;0
4,11,14,15;17,5,11,16;1
4,11,14,6;14,9,11,19;0
4,8,14,7;7,6,11,3;0
4,13,14,7;17,2,11,3;0
12,2,1,1;4,5,11,12;1
12,13,1,1;14,6,11,19;1
4,8,14,15;1,5,8,16;0
4,2,3,15;18,2,8,16;0
4,2,14,7;18,6,8,3;0
4,8,3,5;7,2,11,3;0
4,2,14,15;14,5,11,16;0
4,11,3,7;17,6,11,3;0
4,11,3,5;14,9,8,3;0
4,11,14,6;7,6,8,3;0
4,13,3,5;14,6,8,3;0
12,13,1,1;17,6,8,16;1
4,2,3,6;18,2,8,3;0
9,10,1,1;7,9,8,16;0
4,11,14,7;17,5,11,19;1
4,8,14,5;17,2,11,19;0
4,2,14,15;18,2,11,3;0
12,2,1,1;7,2,11,19;1
12,11,1,1;14,6,8,16;1
4,11,14,5;7,9,8,16;0
4,2,14,5;18,5,11,16;0
12,11,1,1;1,6,8,3;0
4,2,14,5;4,9,8,16;0
4,11,14,15;17,9,8,16;0
4,2,14,7;1,2,11,16;0
12,11,1,1;7,2,11,3;0
4,8,14,6;1,5,8,3;0
4,2,3,15;1,9,11,12;0
4,13,3,7;17,9,11,12;0
4,8,14,7;4,2,8,16;0
4,8,14,6;18,9,8,16;0
12,13,1,1;4,2,11,3;1
4,8,14,7;1,6,8,16;0
4,2,14,15;1,6,11,3;0
4,8,3,5;18,5,11,3;0
4,8,3,5;14,2,11,3;0
4,11,14,15;7,5,11,3;0
4,8,14,5;18,2,8,3;0
4,8,14,6;7,9,8,3;0
4,2,14,5;14,5,11,19;0
4,2,14,7;17,6,11,3;0
4,2,14,7;17,2,11,12;1
12,11,1,1;17,2,8,3;1
4,2,3,6;17,5,11,16;0
9,10,1,1;18,2,8,3;0
4,2,14,5;7,9,11,3;0
4,13,3,5;17,5,8,16;0
4,11,14,7;14,6,11,19;0
4,11,3,5;14,5,8,16;0
4,8,14,5;4,2,11,16;0
4,2,14,5;1,9,11,12;0
4,13,3,7;1,6,11,3;0
4,11,14,5;18,2,11,12;0
4,2,3,7;14,5,8,3;0
4,13,3,5;17,9,8,3;0
4,13,3,5;1,5,11,19;0
4,8,14,7;17,9,11,16;1
4,11,14,7;7,2,8,16;0
4,13,14,6;17,6,11,3;1
4,2,3,7;14,6,11,19;0
9,10,1,1;7,9,11,3;0
9,10,1,1;1,9,8,3;0
4,2,14,7;1,9,11,16;0
4,2,3,6;4,2,8,3;0
4,13,3,7;4,6,8,16;0
4,11,3,5;4,2,8,16;0
4,11,3,7;7,6,8,16;0
4,8,3,7;14,5,11,19;0
4,8,3,5;14,9,8,16;0
4,2,3,7;4,9,11,3;0
4,11,3,7;18,5,11,19;0
4,2,3,5;7,5,8,16;0
4,2,3,6;17,6,8,16;0
4,13,3,5;14,9,11,3;0
4,11,14,7;17,6,8,16;0
4,8,14,7;1,9,8,3;0
4,2,3,15;4,9,8,3;0
4,13,14,6;4,5,8,16;0
4,2,14,15;18,9,11,3;0
4,13,14,7;1,9,11,3;0
12,11,1,1;18,5,11,3;1
4,13,14,15;14,9,11,19;0
4,2,14,7;1,2,11,12;0
4,13,3,7;7,5,11,19;0
4,11,3,5;1,9,11,16;0
4,11,3,7;14,2,8,12;0
4,8,14,6;14,2,8,19;0
12,8,1,1;7,5,11,3;0
4,11,14,15;14,6,11,12;0
4,2,14,15;18,6,11,19;0
4,2,3,6;17,2,8,16;1
4,2,3,6;1,6,11,3;0
4,11,3,5;4,5,11,19;0
4,13,3,5;18,5,8,16;0
4,11,14,15;18,6,8,3;0
4,2,14,15;17,9,8,3;0
4,11,14,15;4,5,11,12;0
4,8,14,5;4,6,11,19;0
4,8,14,5;7,2,11,12;0
4,8,14,15;14,5,11,12;0
4,2,3,15;18,9,11,12;0
4,8,3,7;14,6,11,12;0
4,13,14,15;4,2,11,12;0
4,13,3,5;14,5,8,3;0
4,2,14,7;14,6,11,16;0
4,2,3,6;7,2,11,12;0
4,13,3,5;17,6,8,3;1
4,2,3,6;7,6,8,3;0
4,8,14,5;17,6,11,3;0
4,11,3,7;14,6,11,12;0
12,2,1,1;1,5,11,12;0
4,11,14,15;1,9,11,19;0
4,11,14,7;7,5,8,3;0
4,11,3,7;14,5,11,3;0
12,13,1,1;17,5,11,16;1
4,2,14,15;1,5,11,3;0
4,13,14,5;7,9,11,16;0
4,13,3,5;4,2,11,16;0
4,13,3,7;4,6,8,3;0
4,11,14,5;14,6,11,12;0
4,2,3,6;18,5,11,19;0
12,2,1,1;14,2,11,3;1
12,2,1,1;17,6,11,19;1
4,8,3,5;1,9,11,19;0
4,13,3,7;7,2,11,3;0
4,8,14,6;14,2,11,16;0
4,13,14,5;18,9,11,12;0
4,13,14,15;10,13,15,15;0
12,11,1,1;17,9,11,19;1
4,13,3,5;18,2,8,16;0
4,8,3,7;17,9,11,3;1
4,8,3,5;18,9,11,16;0
4,11,14,6;1,2,11,12;0
4,8,14,6;1,9,8,3;0
4,2,14,5;4,9,11,12;0
4,2,3,5;7,9,11,16;0
4,13,14,7;17,2,8,16;0
4,2,14,15;14,6,8,16;0
9,10,1,1;14,2,8,3;1
12,8,1,1;1,6,8,3;0
4,11,3,7;1,5,11,16;0
4,13,3,5;14,2,8,12;0
4,13,3,5;7,2,11,12;0
4,13,3,7;1,6,11,16;0
12,8,1,1;17,6,8,16;1
4,13,14,6;14,2,11,16;0
4,11,3,7;4,6,11,16;0
4,8,14,7;1,2,11,19;0
4,11,3,5;4,9,11,3;0
4,13,14,6;7,9,8,3;0
4,8,14,6;14,9,8,3;0
4,8,3,5;14,5,11,16;0
4,2,3,5;18,6,11,3;0
4,2,3,7;18,6,8,3;0
4,8,14,7;7,6,11,12;0
4,8,14,15;17,2,8,3;0
4,2,3,7;14,6,11,16;0
4,2,14,5;4,6,8,3;0
4,11,14,6;17,9,11,3;0
4,2,3,6;7,2,11,19;0
4,13,14,5;4,2,11,12;0
4,2,14,7;18,6,11,19;0
4,11,14,15;1,2,8,3;0
4,8,3,7;18,9,8,16;0
4,13,3,7;7,6,11,19;0
4,2,14,5;4,5,11,19;0
4,2,3,7;18,2,11,3;0
4,2,3,7;1,6,8,3;0
4,13,14,7;14,9,11,19;0
4,2,14,15;14,2,8,12;0
4,11,14,15;1,2,11,3;0
4,13,3,7;14,9,11,19;0
4,11,14,5;14,5,11,16;0
4,2,3,15;4,5,11,19;0
4,11,14,6;10,13,15,15;0
12,2,1,1;4,6,8,16;1
4,13,3,7;14,5,8,3;0
4,13,14,5;7,9,11,12;0
4,2,3,15;14,5,8,3;0
4,2,3,6;14,6,11,12;0
4,13,14,6;7,2,11,19;0
4,2,3,6;17,5,8,16;0
4,8,3,5;7,2,11,19;0
4,11,3,5;1,5,11,12;0
4,13,3,7;14,2,11,3;0
12,2,1,1;7,9,11,12;0
4,11,14,6;14,6,11,12;0
4,2,3,15;14,6,8,16;0
4,13,3,7;1,2,11,12;0
12,13,1,1;7,9,8,16;0
4,8,3,5;14,2,8,3;0
4,11,14,5;1,2,11,16;0
4,8,14,5;4,6,8,3;0
4,13,14,15;1,2,11,12;0
4,13,14,5;17,6,11,16;1
4,2,3,6;4,2,11,3;0
4,13,14,5;18,6,8,16;0
4,2,14,15;1,6,8,3;0
12,8,1,1;7,9,11,12;1
4,13,3,7;1,5,11,3;0
4,8,14,6;18,5,11,12;0
4,2,14,5;1,6,8,3;0
4,11,3,5;17,5,11,16;1
4,2,3,15;14,9,11,3;0
4,8,14,5;17,9,11,19;1
4,11,14,5;7,5,8,3;0
4,2,14,15;7,6,11,16;0
4,2,3,15;1,6,8,16;0
4,2,14,5;17,9,8,3;0
4,2,3,5;4,5,11,3;0
4,13,14,5;17,9,11,3;0
4,8,14,6;7,2,11,12;0
4,8,3,5;18,6,11,3;0
4,2,14,15;4,6,11,3;0
4,11,14,7;18,2,8,3;0
4,13,14,5;17,5,11,19;0
4,2,3,7;14,2,11,16;0
9,10,1,1;17,9,11,16;0
12,8,1,1;14,2,11,16;1
4,2,14,7;4,6,8,16;0
4,13,3,5;14,9,11,12;0
4,2,3,7;1,9,11,16;0
9,10,1,1;4,5,8,3;0
4,2,14,15;1,2,11,3;0
12,2,1,1;1,2,8,3;1
4,11,14,5;17,6,11,19;0
4,2,14,5;14,9,11,16;0
4,8,3,5;4,6,11,16;0
12,8,1,1;14,5,8,16;1
4,8,14,7;17,6,11,19;0
4,2,3,7;7,6,8,3;0
4,11,14,6;4,9,11,19;0
4,13,14,15;7,5,11,3;0
4,13,14,5;14,2,8,12;0
4,11,14,6;7,6,11,16;0
4,13,14,15;18,2,8,16;0
4,13,3,7;18,9,11,19;0
9,10,1,1;18,5,11,16;0
4,8,14,5;4,5,8,3;0
4,13,3,5;4,6,8,16;0
4,8,3,7;7,6,11,3;0
4,2,3,5;18,2,8,16;0
4,11,14,6;1,5,8,16;0
4,13,14,15;7,9,11,3;0
12,2,1,1;18,5,11,3;0
4,8,14,6;18,6,11,19;0
12,8,1,1;17,2,11,12;1
4,13,3,5;18,6,11,19;0
4,11,14,5;1,9,11,12;0
4,2,3,7;17,9,8,3;0
4,11,14,5;17,2,11,16;0
4,8,14,5;4,2,11,12;0
4,13,14,7;4,6,11,12;0
4,13,14,5;14,9,11,16;0
4,8,3,5;1,2,8,16;0
12,8,1,1;14,5,11,12;1
4,11,3,5;17,2,11,3;0
9,10,1,1;14,9,8,3;1
4,8,14,15;7,5,11,12;0
4,13,3,5;1,5,8,16;0
4,2,14,7;1,2,8,16;0
4,8,14,15;14,5,8,3;0
4,2,14,15;7,5,11,12;0
4,11,3,7;7,2,11,12;0
4,2,3,5;7,6,11,16;0
12,11,1,1;4,6,11,3;1
4,2,3,5;14,6,11,3;0
4,13,14,15;14,9,11,3;0
4,2,3,15;4,6,11,12;0
4,11,3,5;4,5,11,3;0
4,2,3,15;14,2,8,16;0
4,8,14,15;18,2,8,16;0
4,8,14,15;7,6,11,12;0
12,8,1,1;1,2,11,12;0
4,13,14,5;1,2,8,3;0
4,13,3,7;7,5,8,16;0
12,2,1,1;7,5,11,3;0
4,8,14,15;14,9,8,3;0
4,2,3,6;4,6,8,16;0
4,8,3,7;7,5,11,12;0
9,10,1,1;18,2,11,12;0
4,13,14,7;17,6,11,19;1
4,11,14,5;17,5,11,3;1
4,8,3,5;7,2,11,12;0
4,11,14,15;7,5,11,19;0
9,10,1,1;17,6,11,3;0
4,8,14,6;18,6,8,3;0
4,2,3,5;14,9,11,12;0
4,13,14,15;17,5,11,19;0
4,13,14,6;7,5,11,16;0
4,11,14,7;17,5,8,3;1
4,13,14,7;7,2,11,16;0
4,13,14,5;14,6,11,12;0
4,2,3,6;1,2,11,19;0
4,2,3,5;4,2,8,3;0
12,11,1,1;7,2,11,16;0
4,2,3,7;14,9,8,3;0
9,10,1,1;1,2,11,16;0
4,11,14,15;17,9,8,3;0
9,10,1,1;14,9,11,16;1
4,13,14,6;4,6,8,3;0
4,2,3,6;18,5,8,3;0
4,13,14,5;18,5,11,12;0
9,10,1,1;7,5,11,19;0
4,8,14,5;4,5,11,19;0
4,13,14,15;4,5,11,3;0
4,8,3,7;1,2,11,16;0
4,11,14,15;18,6,11,3;0
4,8,14,6;17,5,8,3;0
4,8,14,6;4,5,8,3;0
4,8,3,5;7,9,11,16;0
4,13,14,15;14,5,11,19;0
12,13,1,1;4,5,8,16;1
4,11,14,15;17,2,8,3;0
4,8,14,6;7,6,11,19;0
4,8,14,5;7,9,8,16;0
12,11,1,1;1,6,11,16;0
4,11,14,7;18,2,11,3;0
4,2,3,7;1,5,8,3;0
4,13,3,5;4,5,8,3;0
4,2,3,6;14,2,11,12;0
4,2,3,15;7,5,8,16;0
4,2,3,7;17,6,8,16;0
4,11,3,7;18,9,11,19;0
4,8,14,6;18,9,8,3;0
4,11,3,7;7,6,11,19;0
4,8,3,7;1,2,11,3;0
4,2,3,6;1,6,8,3;0
12,2,1,1;17,5,11,16;1
12,11,1,1;10,13,15,15;0
4,11,14,15;14,5,8,16;0
4,11,3,5;4,5,11,12;0
4,11,14,15;18,9,11,12;0
4,2,3,5;1,9,11,12;0
12,8,1,1;1,9,11,16;1
4,2,14,5;18,5,11,3;0
12,8,1,1;4,9,11,3;1
4,11,3,7;7,5,8,16;1
4,2,3,7;1,6,11,3;0
4,13,14,15;17,9,11,3;0
4,2,14,15;7,2,11,16;0
12,13,1,1;4,5,11,16;1
4,13,3,5;17,6,8,16;1
4,13,14,7;4,6,11,19;0
4,2,14,5;14,9,11,19;0
9,10,1,1;18,9,11,16;0
4,11,14,15;1,5,11,19;0
4,8,3,5;18,9,11,12;0
4,8,14,7;7,9,8,16;0
4,8,3,5;17,6,11,19;0
4,13,14,7;18,6,11,3;0
9,10,1,1;4,9,11,3;0
12,13,1,1;17,5,11,3;1
4,2,14,7;1,6,11,12;0
4,2,3,5;14,6,11,12;0
4,11,14,15;4,2,8,16;0
4,11,3,5;17,2,8,16;0
4,2,14,15;7,6,8,3;0
4,11,14,7;4,2,11,12;0
12,11,1,1;7,9,11,16;0
4,13,14,15;17,9,8,3;0
4,13,14,15;17,2,11,12;0
4,2,14,5;17,5,11,16;0
4,8,3,5;14,9,11,3;0
4,13,3,5;18,9,11,16;0
4,11,3,7;4,2,11,3;0
4,2,3,7;17,6,8,3;0
4,8,14,7;7,5,8,16;0
4,13,14,6;18,5,11,3;0
4,13,14,6;1,5,11,19;0
4,8,3,5;4,9,11,16;0
4,8,14,6;17,6,8,3;0
4,8,14,15;7,6,8,16;0
4,2,14,15;17,6,11,12;0
4,2,3,6;18,9,11,16;0
4,13,14,15;1,6,8,16;0
4,2,14,5;17,5,11,19;0
4,11,14,6;18,5,8,16;0
4,8,3,7;14,2,8,12;0
4,11,14,15;7,6,11,16;0
4,11,14,6;1,9,11,3;0
4,13,14,7;18,2,11,12;0
12,2,1,1;1,9,8,3;0
12,8,1,1;7,6,11,3;0
4,11,3,7;14,9,11,3;0
4,8,14,7;17,5,11,19;0
12,8,1,1;17,2,11,3;1
4,2,3,6;14,6,11,19;0
4,13,14,15;7,2,11,19;0
4,13,3,5;18,6,11,16;0
4,2,14,7;7,2,11,12;0
4,13,14,7;17,2,11,12;0
9,10,1,1;4,6,8,16;0
4,8,14,6;18,5,8,3;0
12,13,1,1;7,2,8,3;0
4,11,3,5;1,5,11,19;0
12,2,1,1;7,2,11,16;1
4,11,3,5;7,2,11,12;0
4,13,14,6;14,9,11,3;0
4,13,14,5;17,9,8,3;0
4,13,14,15;1,2,8,16;0
12,8,1,1;14,5,8,3;1
4,13,14,6;18,5,11,16;0
4,13,14,7;14,6,8,3;0
4,13,14,6;17,5,11,19;0
4,11,14,15;1,2,8,16;0
12,8,1,1;18,6,11,16;0
4,8,14,5;7,6,11,16;0
4,13,3,7;14,2,11,12;0
4,13,14,7;14,2,8,19;0
12,13,1,1;14,9,11,19;1
12,8,1,1;18,6,11,19;0
4,2,3,5;4,2,8,16;0
4,11,14,5;18,9,8,16;0
4,2,3,15;4,9,11,19;0
12,8,1,1;18,9,11,12;1
4,13,3,5;1,9,11,16;0
4,2,3,5;14,5,11,19;0
4,13,3,7;18,5,11,12;0
12,2,1,1;17,2,11,3;1
12,8,1,1;17,6,11,12;1
4,11,14,7;1,6,8,3;0
4,8,14,7;1,2,11,3;0
4,8,14,7;14,9,11,12;0
4,13,14,6;1,6,11,3;0
9,10,1,1;17,6,8,3;0
4,2,3,6;14,5,11,12;0
4,11,3,5;14,2,8,3;0
4,8,14,7;7,2,11,16;0
4,13,3,7;1,2,11,3;0
4,8,3,7;14,9,11,16;0
4,8,14,15;7,2,11,16;0
4,2,3,7;18,5,11,16;0
12,11,1,1;17,9,11,3;1
4,8,14,5;18,5,11,3;0
9,10,1,1;18,2,11,16;0
4,11,3,5;18,9,11,12;0
12,11,1,1;14,9,11,3;1
4,11,14,15;18,5,11,16;0
4,11,3,7;14,6,8,16;0
12,13,1,1;14,9,8,3;1
4,13,14,5;18,9,8,16;0
4,2,14,5;4,9,8,3;0
4,13,3,7;4,9,11,19;0
4,2,3,6;18,5,11,16;0
4,8,14,7;4,6,11,19;0
4,13,3,5;1,5,11,3;0
4,8,14,7;17,2,11,12;0
4,2,14,5;7,9,11,16;0
4,2,14,5;1,9,11,19;0
4,11,3,7;1,2,11,16;0
4,11,14,7;18,5,8,3;0
4,13,3,5;1,5,11,12;0
4,2,14,5;17,9,8,16;0
12,8,1,1;4,6,11,16;1
4,13,14,15;17,9,11,12;0
9,10,1,1;17,9,11,12;0
4,11,14,15;17,6,8,16;0
12,13,1,1;17,5,8,16;1
4,8,3,7;14,6,8,16;0
4,8,14,6;14,5,8,16;0
4,11,14,7;7,6,11,16;0
4,11,3,7;7,2,11,3;0
4,2,14,5;14,2,8,3;0
4,8,3,5;17,6,11,3;0
12,11,1,1;18,9,11,19;0
12,2,1,1;1,6,11,16;0
4,11,14,15;17,5,8,3;1
4,11,14,6;1,6,11,16;0
4,11,14,5;7,9,11,12;0
4,8,14,5;14,5,11,3;0
4,8,3,5;14,6,8,16;0
4,2,3,5;7,6,11,3;0
4,11,14,15;17,6,11,19;0
4,2,3,15;7,5,11,3;0
4,8,14,6;14,2,8,12;0
4,11,3,7;18,2,11,3;0
4,11,14,5;17,6,11,16;0
4,8,14,5;18,5,11,16;0
4,2,14,15;17,2,11,16;1
4,11,3,5;7,9,11,3;0
4,8,14,7;18,6,11,16;0
4,2,3,15;14,2,8,19;0
12,11,1,1;18,5,11,19;1
12,2,1,1;7,6,11,19;0
4,2,3,5;14,6,11,19;0
12,13,1,1;18,6,8,3;1
4,11,14,6;14,6,11,3;0
4,11,14,6;7,6,11,3;0
4,11,3,5;1,2,11,12;0
4,13,3,5;18,6,8,3;0
4,8,3,7;4,6,11,3;0
9,10,1,1;14,6,11,19;1
4,11,3,7;1,5,8,16;0
4,13,14,5;14,6,8,16;0
4,13,3,5;14,2,11,3;0
4,8,14,7;14,6,11,3;0
4,2,14,5;17,9,11,16;0
4,13,3,5;4,2,8,3;0
9,10,1,1;14,5,8,3;1
4,2,14,7;4,2,11,3;0
4,2,14,15;18,5,11,19;0
12,11,1,1;14,6,11,3;1
4,8,14,5;7,5,11,16;0
4,11,3,5;1,5,11,3;0
4,11,3,7;4,9,11,16;0
12,2,1,1;18,5,11,12;0
4,13,14,6;4,2,11,16;0
4,13,14,7;1,5,11,19;0
4,8,3,7;17,5,11,16;0
4,13,3,7;17,5,8,3;0
4,11,14,6;1,2,11,16;0
12,11,1,1;18,6,11,19;0
12,11,1,1;1,9,8,3;0
4,13,3,5;18,5,11,12;0
4,13,3,7;18,2,11,19;0
12,2,1,1;7,5,8,3;0
4,13,3,7;14,2,8,19;0
4,8,14,6;18,6,11,12;0
4,13,14,5;1,6,11,3;0
4,13,14,6;17,5,11,12;0
4,11,14,15;4,6,8,3;0
4,2,14,15;1,5,8,16;0
9,10,1,1;1,5,11,3;0
4,2,14,5;17,2,11,16;1
4,2,3,6;18,6,8,3;0
4,8,3,5;18,9,8,3;0
4,13,3,5;18,2,11,19;0
4,11,14,6;18,9,11,19;0
12,13,1,1;17,6,11,12;1
4,2,3,5;4,2,11,16;0
4,13,14,6;18,6,11,19;0
4,13,3,7;14,9,11,12;0
4,11,14,5;1,9,8,16;0
4,8,3,7;14,6,11,19;0
4,13,14,15;1,6,11,12;0
12,8,1,1;14,6,8,16;1
4,8,14,7;4,2,11,3;0
4,2,14,7;7,9,11,19;0
4,2,14,15;14,6,11,16;0
4,2,3,15;14,2,11,3;0
